# ETRA - Database Indirizzi e Codici per Raccolta Rifiuti
# Formato: INDIRIZZO | COMUNE | CODICE_INDIRIZZO | CODICE_COMUNE

VIA CHIESA DI SASSO | ASIAGO | VIA-A465-94-71951 | COM-A465-94
VIA CIMA DODICI | ASIAGO | VIA-A465-94-761 | COM-A465-94
VIA CINQUE | ASIAGO | VIA-A465-94-72009 | COM-A465-94
VIA CISERSA | ASIAGO | VIA-A465-94-571 | COM-A465-94
VIA CLAMA | ASIAGO | VIA-A465-94-638 | COM-A465-94
VIA COCCOLI | ASIAGO | VIA-A465-94-613 | COM-A465-94
VIA CODA | ASIAGO | VIA-A465-94-658 | COM-A465-94
VIA COL. GIOVANNI RODEGHIERO | ASIAGO | VIA-A465-94-581 | COM-A465-94
VIA COLLI DI SASSO | ASIAGO | VIA-A465-94-676 | COM-A465-94
VIA COLOMBO | ASIAGO | VIA-A465-94-689 | COM-A465-94
VIA CORDA | ASIAGO | VIA-A465-94-727 | COM-A465-94
VIA COSTA | ASIAGO | VIA-A465-94-616 | COM-A465-94
VIA COSTALUNGA | ASIAGO | VIA-A465-94-71997 | COM-A465-94
VIA COSTO | ASIAGO | VIA-A465-94-72152 | COM-A465-94
VIA COTTI DI SASSO | ASIAGO | VIA-A465-94-677 | COM-A465-94
VIA COZZI | ASIAGO | VIA-A465-94-71949 | COM-A465-94
VIA D. CHIESA | ASIAGO | VIA-A465-94-507 | COM-A465-94
VIA DAL POZZO | ASIAGO | VIA-A465-94-547 | COM-A465-94
VIA DALLA ZUANNA | ASIAGO | VIA-A465-94-509 | COM-A465-94
VIA DANTE | ASIAGO | VIA-A465-94-566 | COM-A465-94
VIA DE BERNARDI | ASIAGO | VIA-A465-94-614 | COM-A465-94
VIA DEI GUBER | ASIAGO | VIA-A465-94-399 | COM-A465-94
VIA DEI PATRIOTI | ASIAGO | VIA-A465-94-71953 | COM-A465-94
VIA DELL' ARTIGIANATO | ASIAGO | VIA-A465-94-701 | COM-A465-94
VIA DON DAL ZOTTO | ASIAGO | VIA-A465-94-719 | COM-A465-94
VIA DON VIERO | ASIAGO | VIA-A465-94-71943 | COM-A465-94
VIA DONIZZETTI | ASIAGO | VIA-A465-94-659 | COM-A465-94
VIA DR. CESARE ANELLI | ASIAGO | VIA-A465-94-609 | COM-A465-94
VIA E. FERMI | ASIAGO | VIA-A465-94-519 | COM-A465-94
VIA EBENE | ASIAGO | VIA-A465-94-71965 | COM-A465-94
VIA ECCHELEN | ASIAGO | VIA-A465-94-678 | COM-A465-94
VIA EKAR | ASIAGO | VIA-A465-94-639 | COM-A465-94
VIA ENEGO | ASIAGO | VIA-A465-94-617 | COM-A465-94
VIA F. BARACCA | ASIAGO | VIA-A465-94-529 | COM-A465-94
VIA F.LLI RIGONI G. E V. | ASIAGO | VIA-A465-94-72160 | COM-A465-94
VIA F.LLI SILVAGNI | ASIAGO | VIA-A465-94-559 | COM-A465-94
VIA FALCONE-BORSELLINO | ASIAGO | VIA-A465-94-816 | COM-A465-94
VIA FERRARA | ASIAGO | VIA-A465-94-594 | COM-A465-94
VIA FILZI | ASIAGO | VIA-A465-94-514 | COM-A465-94
VIA FIUME | ASIAGO | VIA-A465-94-512 | COM-A465-94
VIA FOSCOLO | ASIAGO | VIA-A465-94-618 | COM-A465-94
VIA GAIGA | ASIAGO | VIA-A465-94-71981 | COM-A465-94
VIA GALILEI | ASIAGO | VIA-A465-94-716 | COM-A465-94
VIA GARIBALDI | ASIAGO | VIA-A465-94-548 | COM-A465-94
VIA GENERALE TURBA | ASIAGO | VIA-A465-94-737 | COM-A465-94
VIA GIANESONI DI SASSO | ASIAGO | VIA-A465-94-679 | COM-A465-94
VIA GIUSEPPE CIARDI | ASIAGO | VIA-A465-94-657 | COM-A465-94
VIA GROTER | ASIAGO | VIA-A465-94-531 | COM-A465-94
VIA GRULLI DI SASSO | ASIAGO | VIA-A465-94-71987 | COM-A465-94
VIA GUARDINALTI | ASIAGO | VIA-A465-94-804 | COM-A465-94
VIA HINTERGRUBA | ASIAGO | VIA-A465-94-71999 | COM-A465-94
VIA KABERLABA | ASIAGO | VIA-A465-94-663 | COM-A465-94
VIA KERLA | ASIAGO | VIA-A465-94-1523 | COM-A465-94
VIA LAITEN | ASIAGO | VIA-A465-94-71973 | COM-A465-94
VIA LAMARA | ASIAGO | VIA-A465-94-71957 | COM-A465-94
VIA LAVARONE | ASIAGO | VIA-A465-94-549 | COM-A465-94
VIA LEOPARDI | ASIAGO | VIA-A465-94-619 | COM-A465-94
VIA LINTA | ASIAGO | VIA-A465-94-641 | COM-A465-94
VIA LISE | ASIAGO | VIA-A465-94-513 | COM-A465-94
VIA LOBBIA | ASIAGO | VIA-A465-94-72001 | COM-A465-94
VIA LOTTA | ASIAGO | VIA-A465-94-572 | COM-A465-94
VIA LOVA DI SASSO | ASIAGO | VIA-A465-94-681 | COM-A465-94
VIA LUMERA | ASIAGO | VIA-A465-94-578 | COM-A465-94
VIA LUSSU | ASIAGO | VIA-A465-94-576 | COM-A465-94
VIA M.TE MOSCIAGH | ASIAGO | VIA-A465-94-738 | COM-A465-94
VIA M.TE VALBELLA | ASIAGO | VIA-A465-94-711 | COM-A465-94
VIA M.TE ZEBIO | ASIAGO | VIA-A465-94-523 | COM-A465-94
VIA MANZONI | ASIAGO | VIA-A465-94-71947 | COM-A465-94
VIA MARCHETTI | ASIAGO | VIA-A465-94-511 | COM-A465-94
VIA MARCO POLO | ASIAGO | VIA-A465-94-71959 | COM-A465-94
VIA MARCONI | ASIAGO | VIA-A465-94-71933 | COM-A465-94
VIA MARTIRI DI GRANEZZA | ASIAGO | VIA-A465-94-642 | COM-A465-94
VIA MASCAGNI | ASIAGO | VIA-A465-94-664 | COM-A465-94
VIA MATTEOTTI | ASIAGO | VIA-A465-94-516 | COM-A465-94
VIA MELTAR | ASIAGO | VIA-A465-94-643 | COM-A465-94
VIA MERCAR | ASIAGO | VIA-A465-94-723 | COM-A465-94
VIA MONS. BORTOLI | ASIAGO | VIA-A465-94-506 | COM-A465-94
VIA MONS. MAZZOCCO | ASIAGO | VIA-A465-94-733 | COM-A465-94
VIA MONTE CALDIERA | ASIAGO | VIA-A465-94-724 | COM-A465-94
VIA MONTE CATZ | ASIAGO | VIA-A465-94-71935 | COM-A465-94
VIA MONTE CENGIO | ASIAGO | VIA-A465-94-534 | COM-A465-94
VIA MONTE INTERROTTO | ASIAGO | VIA-A465-94-72158 | COM-A465-94
VIA MONTE ORTIGARA | ASIAGO | VIA-A465-94-521 | COM-A465-94
VIA MONTE PORTULE | ASIAGO | VIA-A465-94-731 | COM-A465-94
VIA MONTE SISEMOL | ASIAGO | VIA-A465-94-522 | COM-A465-94
VIA MORAR | ASIAGO | VIA-A465-94-71983 | COM-A465-94
VIA MORI DI SASSO | ASIAGO | VIA-A465-94-682 | COM-A465-94
VIA MOSELE | ASIAGO | VIA-A465-94-666 | COM-A465-94
VIA MULCHE | ASIAGO | VIA-A465-94-598 | COM-A465-94
VIA OBERDAN | ASIAGO | VIA-A465-94-579 | COM-A465-94
VIA ORTHAL | ASIAGO | VIA-A465-94-661 | COM-A465-94
VIA OSSERVATORIO ASTROFISICO | ASIAGO | VIA-A465-94-644 | COM-A465-94
VIA PACINOTTI | ASIAGO | VIA-A465-94-714 | COM-A465-94
VIA PADOVA | ASIAGO | VIA-A465-94-599 | COM-A465-94
VIA PADRE GIULIANO | ASIAGO | VIA-A465-94-517 | COM-A465-94
VIA PAGANINI | ASIAGO | VIA-A465-94-72011 | COM-A465-94
VIA PARTUT | ASIAGO | VIA-A465-94-667 | COM-A465-94
VIA PASCOLI | ASIAGO | VIA-A465-94-71967 | COM-A465-94
VIA PENNAR | ASIAGO | VIA-A465-94-71975 | COM-A465-94
VIA PINTUS | ASIAGO | VIA-A465-94-621 | COM-A465-94
VIA PODDA | ASIAGO | VIA-A465-94-622 | COM-A465-94
VIA PODESTA' | ASIAGO | VIA-A465-94-623 | COM-A465-94
VIA PONTE SAN PAOLO | ASIAGO | VIA-A465-94-821 | COM-A465-94
VIA POSLEN | ASIAGO | VIA-A465-94-668 | COM-A465-94
VIA PRESTINARI | ASIAGO | VIA-A465-94-624 | COM-A465-94
VIA PUCCINI | ASIAGO | VIA-A465-94-669 | COM-A465-94
VIA RENDOLA | ASIAGO | VIA-A465-94-71969 | COM-A465-94
VIA RESPIGHI | ASIAGO | VIA-A465-94-71985 | COM-A465-94
VIA RIGONI DI SOPRA | ASIAGO | VIA-A465-94-626 | COM-A465-94
VIA RIGONI DI SOTTO | ASIAGO | VIA-A465-94-627 | COM-A465-94
VIA RODEGHIERI | ASIAGO | VIA-A465-94-601 | COM-A465-94
VIA ROSSI A. | ASIAGO | VIA-A465-94-702 | COM-A465-94
VIA ROSSINI | ASIAGO | VIA-A465-94-538 | COM-A465-94
VIA RUGGI DI SASSO | ASIAGO | VIA-A465-94-683 | COM-A465-94
VIA SAN CARLO | ASIAGO | VIA-A465-94-539 | COM-A465-94
VIA SAN DOMENICO | ASIAGO | VIA-A465-94-602 | COM-A465-94
VIA SAN GAETANO | ASIAGO | VIA-A465-94-628 | COM-A465-94
VIA SANTA MARIA MADDALENA | ASIAGO | VIA-A465-94-647 | COM-A465-94
VIA SARFATTI | ASIAGO | VIA-A465-94-583 | COM-A465-94
VIA SCAJARO | ASIAGO | VIA-A465-94-558 | COM-A465-94
VIA SCALABRINI | ASIAGO | VIA-A465-94-586 | COM-A465-94
VIA SETTE TESTE | ASIAGO | VIA-A465-94-813 | COM-A465-94
VIA SPRUNK DI SASSO | ASIAGO | VIA-A465-94-684 | COM-A465-94
VIA STASI | ASIAGO | VIA-A465-94-584 | COM-A465-94
VIA STAZIONE | ASIAGO | VIA-A465-94-561 | COM-A465-94
VIA STRAITE | ASIAGO | VIA-A465-94-629 | COM-A465-94
VIA THIENE | ASIAGO | VIA-A465-94-563 | COM-A465-94
VIA TINTORETTO | ASIAGO | VIA-A465-94-603 | COM-A465-94
VIA TOSCANINI | ASIAGO | VIA-A465-94-734 | COM-A465-94
VIA TRENTO TRIESTE | ASIAGO | VIA-A465-94-554 | COM-A465-94
VIA TREVISO | ASIAGO | VIA-A465-94-672 | COM-A465-94
VIA TURCIO | ASIAGO | VIA-A465-94-807 | COM-A465-94
VIA TUZZELA | ASIAGO | VIA-A465-94-812 | COM-A465-94
VIA VAL D'ORCO | ASIAGO | VIA-A465-94-593 | COM-A465-94
VIA VAL GIARDINI | ASIAGO | VIA-A465-94-631 | COM-A465-94
VIA VAL LONGHINI | ASIAGO | VIA-A465-94-649 | COM-A465-94
VIA VAL MADDARELLO | ASIAGO | VIA-A465-94-71993 | COM-A465-94
VIA VALLE STRAZZABOSCHI | ASIAGO | VIA-A465-94-801 | COM-A465-94
VIA VECELLIO | ASIAGO | VIA-A465-94-806 | COM-A465-94
VIA VERDI | ASIAGO | VIA-A465-94-564 | COM-A465-94
VIA VESCOVI | ASIAGO | VIA-A465-94-607 | COM-A465-94
VIA VESPUCCI | ASIAGO | VIA-A465-94-608 | COM-A465-94
VIA VILLA ROSSI | ASIAGO | VIA-A465-94-632 | COM-A465-94
VIA VIVALDI | ASIAGO | VIA-A465-94-673 | COM-A465-94
VIA VOLTA | ASIAGO | VIA-A465-94-71937 | COM-A465-94
VIA ZARA | ASIAGO | VIA-A465-94-542 | COM-A465-94
VIA ZOCCHI | ASIAGO | VIA-A465-94-651 | COM-A465-94
BORGO CAPITELVECCHIO | BASSANO DEL GRAPPA | VIA-A703-109-475 | COM-A703-109
CONTRA' CALUGA | BASSANO DEL GRAPPA | VIA-A703-109-425 | COM-A703-109
CONTRA' CASONI ALTI | BASSANO DEL GRAPPA | VIA-A703-109-436 | COM-A703-109
CONTRA' CASONI BASSI | BASSANO DEL GRAPPA | VIA-A703-109-437 | COM-A703-109
CONTRA' CHIESA RUBBIO | BASSANO DEL GRAPPA | VIA-A703-109-2562 | COM-A703-109
CONTRA' CHIESA S.EUSEBIO | BASSANO DEL GRAPPA | VIA-A703-109-71964 | COM-A703-109
CONTRA' CHIESA VALROVINA | BASSANO DEL GRAPPA | VIA-A703-109-71966 | COM-A703-109
CONTRA' COLLE ALTO | BASSANO DEL GRAPPA | VIA-A703-109-71992 | COM-A703-109
CONTRA' COLLE BASSO | BASSANO DEL GRAPPA | VIA-A703-109-71994 | COM-A703-109
CONTRA' COLPIANO | BASSANO DEL GRAPPA | VIA-A703-109-72000 | COM-A703-109
CONTRA' CORTE S.EUSEBIO | BASSANO DEL GRAPPA | VIA-A703-109-760 | COM-A703-109
CONTRA' DETTA CONTRA' VALROVIN | BASSANO DEL GRAPPA | VIA-A703-109-745 | COM-A703-109
CONTRA' GAGGION ALTO | BASSANO DEL GRAPPA | VIA-A703-109-468 | COM-A703-109
CONTRA' GAGGION BASSO | BASSANO DEL GRAPPA | VIA-A703-109-72157 | COM-A703-109
CONTRA' GRITTI | BASSANO DEL GRAPPA | VIA-A703-109-1261 | COM-A703-109
CONTRA' MENEGHETTI | BASSANO DEL GRAPPA | VIA-A703-109-1540 | COM-A703-109
CONTRA' MERLI | BASSANO DEL GRAPPA | VIA-A703-109-353 | COM-A703-109
CONTRA' MOLAGHI | BASSANO DEL GRAPPA | VIA-A703-109-1571 | COM-A703-109
CONTRA' PIZZATI | BASSANO DEL GRAPPA | VIA-A703-109-1991 | COM-A703-109
CONTRA' RIVA | BASSANO DEL GRAPPA | VIA-A703-109-2135 | COM-A703-109
CONTRA' ROVOLE | BASSANO DEL GRAPPA | VIA-A703-109-2220 | COM-A703-109
CONTRA' S. GIORGIO | BASSANO DEL GRAPPA | VIA-A703-109-2395 | COM-A703-109
CONTRA' S. MICHELE | BASSANO DEL GRAPPA | VIA-A703-109-2440 | COM-A703-109
CONTRA' SCHIRATI | BASSANO DEL GRAPPA | VIA-A703-109-2561 | COM-A703-109
CONTRA' SILAN | BASSANO DEL GRAPPA | VIA-A703-109-2605 | COM-A703-109
CONTRA' VALLARANA | BASSANO DEL GRAPPA | VIA-A703-109-431 | COM-A703-109
CONTRA' VALLISON | BASSANO DEL GRAPPA | VIA-A703-109-2860 | COM-A703-109
CONTRA' VENDRAMINI | BASSANO DEL GRAPPA | VIA-A703-109-358 | COM-A703-109
CONTRA'  CASTELNUOVO | BASSANO DEL GRAPPA | VIA-A703-109-71944 | COM-A703-109
CONTRA'  CASTELVECCHIO | BASSANO DEL GRAPPA | VIA-A703-109-71946 | COM-A703-109
CONTRA'  DEL GUADO | BASSANO DEL GRAPPA | VIA-A703-109-3301 | COM-A703-109
CONTRA'  FAGARE' ALTO | BASSANO DEL GRAPPA | VIA-A703-109-2563 | COM-A703-109
CONTRA'  FAGARE' BASSO | BASSANO DEL GRAPPA | VIA-A703-109-72086 | COM-A703-109
CONTRA'  FIETTO | BASSANO DEL GRAPPA | VIA-A703-109-72113 | COM-A703-109
CONTRA'  PRIVA' | BASSANO DEL GRAPPA | VIA-A703-109-2030 | COM-A703-109
CONTRA'  RIVOLTELLA | BASSANO DEL GRAPPA | VIA-A703-109-371 | COM-A703-109
CONTRA'  S. BOVO | BASSANO DEL GRAPPA | VIA-A703-109-1134 | COM-A703-109
CONTRA'  SASSO ROSSO | BASSANO DEL GRAPPA | VIA-A703-109-2535 | COM-A703-109
CONTRA'  VALTRIPONA | BASSANO DEL GRAPPA | VIA-A703-109-2865 | COM-A703-109
CORTE DEI BERRI | BASSANO DEL GRAPPA | VIA-A703-109-345 | COM-A703-109
GALL. VERCI | BASSANO DEL GRAPPA | VIA-A703-109-3015 | COM-A703-109
LARGO CORONA D'ITALIA | BASSANO DEL GRAPPA | VIA-A703-109-72010 | COM-A703-109
LARGO PAROLINI | BASSANO DEL GRAPPA | VIA-A703-109-2050 | COM-A703-109
LARGO PERLASCA | BASSANO DEL GRAPPA | VIA-A703-109-2090 | COM-A703-109
MONS. LEONE CARPENEDO | BASSANO DEL GRAPPA | VIA-A703-109-164 | COM-A703-109
P.LE DEL DONATORE | BASSANO DEL GRAPPA | VIA-A703-109-72060 | COM-A703-109
P.LE TRENTO | BASSANO DEL GRAPPA | VIA-A703-109-2785 | COM-A703-109
P.TTA CORNARO | BASSANO DEL GRAPPA | VIA-A703-109-368 | COM-A703-109
P.TTA DELLE POSTE | BASSANO DEL GRAPPA | VIA-A703-109-2015 | COM-A703-109
P.TTA NIKOLAJEWKA | BASSANO DEL GRAPPA | VIA-A703-109-1850 | COM-A703-109
P.ZZA CADORNA | BASSANO DEL GRAPPA | VIA-A703-109-390 | COM-A703-109
P.ZZA CASTELLO EZZELINI | BASSANO DEL GRAPPA | VIA-A703-109-71942 | COM-A703-109
P.ZZA DEL TRICOLORE | BASSANO DEL GRAPPA | VIA-A703-109-89 | COM-A703-109
P.ZZA DELL' ANGELO | BASSANO DEL GRAPPA | VIA-A703-109-71822 | COM-A703-109
P.ZZA DON ZAMBON | BASSANO DEL GRAPPA | VIA-A703-109-3065 | COM-A703-109
P.ZZA FIRENZE | BASSANO DEL GRAPPA | VIA-A703-109-72119 | COM-A703-109
P.ZZA FOLENGO | BASSANO DEL GRAPPA | VIA-A703-109-72125 | COM-A703-109
P.ZZA GARIBALDI | BASSANO DEL GRAPPA | VIA-A703-109-1180 | COM-A703-109
P.ZZA GIARDINO | BASSANO DEL GRAPPA | VIA-A703-109-1200 | COM-A703-109
P.ZZA GUADAGNIN | BASSANO DEL GRAPPA | VIA-A703-109-1265 | COM-A703-109
P.ZZA LIBERTA' | BASSANO DEL GRAPPA | VIA-A703-109-1315 | COM-A703-109
P.ZZA MONTEVECCHIO | BASSANO DEL GRAPPA | VIA-A703-109-1700 | COM-A703-109
P.ZZA PAOLO VI | BASSANO DEL GRAPPA | VIA-A703-109-367 | COM-A703-109
P.ZZA PREMI NOBEL | BASSANO DEL GRAPPA | VIA-A703-109-2075 | COM-A703-109
P.ZZA RAGAZZI DEL '99 | BASSANO DEL GRAPPA | VIA-A703-109-2230 | COM-A703-109
P.ZZA TERRAGLIO | BASSANO DEL GRAPPA | VIA-A703-109-2715 | COM-A703-109
P.ZZA U. BOMBIERI | BASSANO DEL GRAPPA | VIA-A703-109-76 | COM-A703-109
P.ZZA ZAINE | BASSANO DEL GRAPPA | VIA-A703-109-3030 | COM-A703-109
PARCO RAGAZZI DEL '99 | BASSANO DEL GRAPPA | VIA-A703-109-398 | COM-A703-109
PONTE DEGLI ALPINI | BASSANO DEL GRAPPA | VIA-A703-109-810 | COM-A703-109
PONTE DELLA VITTORIA | BASSANO DEL GRAPPA | VIA-A703-109-825 | COM-A703-109
PRATO S. CATERINA | BASSANO DEL GRAPPA | VIA-A703-109-2335 | COM-A703-109
Q.RE PRE' | BASSANO DEL GRAPPA | VIA-A703-109-2025 | COM-A703-109
Q.RE VITTORIO VENETO | BASSANO DEL GRAPPA | VIA-A703-109-2900 | COM-A703-109
Q.RE XXV APRILE | BASSANO DEL GRAPPA | VIA-A703-109-2910 | COM-A703-109
SALITA FERRACINA | BASSANO DEL GRAPPA | VIA-A703-109-72104 | COM-A703-109
SALITA MARGNAN | BASSANO DEL GRAPPA | VIA-A703-109-1450 | COM-A703-109
SOTTOPASSO A. DE GASPERI | BASSANO DEL GRAPPA | VIA-A703-109-500 | COM-A703-109
STRADA CAMPESANA | BASSANO DEL GRAPPA | VIA-A703-109-445 | COM-A703-109
STRADA CARTIGLIANA | BASSANO DEL GRAPPA | VIA-A703-109-71936 | COM-A703-109
STRADA DEGLI ORTI | BASSANO DEL GRAPPA | VIA-A703-109-1865 | COM-A703-109
STRADA DEI COLLI | BASSANO DEL GRAPPA | VIA-A703-109-71996 | COM-A703-109
STRADA DEI PILATI | BASSANO DEL GRAPPA | VIA-A703-109-1970 | COM-A703-109
STRADA DEL BROLO | BASSANO DEL GRAPPA | VIA-A703-109-315 | COM-A703-109
STRADA DEL TESORO | BASSANO DEL GRAPPA | VIA-A703-109-2730 | COM-A703-109
STRADA DELLE FORNACI | BASSANO DEL GRAPPA | VIA-A703-109-72134 | COM-A703-109
STRADA DELLE SCUOLE | BASSANO DEL GRAPPA | VIA-A703-109-2570 | COM-A703-109
STRADA L. e V. BACCIN | BASSANO DEL GRAPPA | VIA-A703-109-1314 | COM-A703-109
STRADA MARCHESANE | BASSANO DEL GRAPPA | VIA-A703-109-1440 | COM-A703-109
STRADA MELAGRANI | BASSANO DEL GRAPPA | VIA-A703-109-1515 | COM-A703-109
STRADA PONTE STORTO | BASSANO DEL GRAPPA | VIA-A703-109-2095 | COM-A703-109
STRADA RAMBOLINA | BASSANO DEL GRAPPA | VIA-A703-109-2115 | COM-A703-109
STRADA RIVANA | BASSANO DEL GRAPPA | VIA-A703-109-2140 | COM-A703-109
STRADA RIVAROTTA | BASSANO DEL GRAPPA | VIA-A703-109-2145 | COM-A703-109
STRADA RIVOLTELLA BASSA | BASSANO DEL GRAPPA | VIA-A703-109-2160 | COM-A703-109
STRADA ROLANDI | BASSANO DEL GRAPPA | VIA-A703-109-2185 | COM-A703-109
STRADA S. CROCE | BASSANO DEL GRAPPA | VIA-A703-109-2360 | COM-A703-109
STRADA S. ROCCO | BASSANO DEL GRAPPA | VIA-A703-109-2465 | COM-A703-109
STRADA SETTE CASE | BASSANO DEL GRAPPA | VIA-A703-109-2585 | COM-A703-109
STRADA SOARDA | BASSANO DEL GRAPPA | VIA-A703-109-2610 | COM-A703-109
STRADA SS. FORTUNATO E LAZZARO | BASSANO DEL GRAPPA | VIA-A703-109-2380 | COM-A703-109
